"","id","advmath8","urban","region","gender","famsize","parmarl8","homelang","slfcnc08","slfcnc10","slfcnc12","schtyp8","tcherint","late12","cuts12","absent12","approg","hwkin12","hwkout12","excurr12","computer","hsprog","unitengl","unitmath","unitcalc","schattrt","apoffer","nursery","algebra8","numinst","edexpect","expinc30","achrdg08","achmat08","achsci08","achsls08","achrdg10","achmat10","achsci10","achsls10","achrdg12","achmat12","achsci12","achsls12","cigarett","alcbinge","marijuan","ses"
"281",281,"Yes","Urban","Northeast","Male",3,"Married","English Only",23,35,43,"Private, Non-Religious","Strongly Agree","1-2 Times","1-2 Times","3-6 Times","No","1-3 Hours","13-15 Hours","10 - 14 Hours","Yes","Academic",4,4,0,998,8,"Yes","Yes",1,"Ph.D., MD, JD, etc.",1e+05,50.71,63.16,55.28,53.72,58.98,53.39,55.59,52.91,45.99,54.51,58.63,46.96,"Never","Yes","Never",27
"282",282,"Yes","Urban","Northeast","Male",5,"Married","English Only",32,35,36,"Private, Non-Religious","Strongly Agree","3-6 Times","Never","1-2 Times","No","13-15 Hours","13-15 Hours","10 - 14 Hours","Yes","Academic",3.5,4,1,998,8,"Yes","Yes",1,"Ph.D., MD, JD, etc.",1e+05,54.84,64.49,69.29,65.95,56.94,64.58,71.01,65.58,51.27,66.48,69.35,65.51,"Never","Yes","Never",30
"283",283,"Yes","Urban","North Central","Female",3,"Married","English Only",18,18,25,"Private, Non-Religious","Strongly Agree","3-6 Times","Never","3-6 Times","Yes","10-12 Hours","Over 20 Hours","25 or More Hours","Yes","Academic",3.25,4,0,95,4,"Yes","Yes",1,"Master's Degree",70000,70.55,63.7,59.49,70.56,65.89,64.97,58.92,67.74,67.36,62.24,62.71,64.1,"Yes","Never","Never",25
"284",284,"Yes","Urban","North Central","Female",3,"Married","English Only",23,35,43,"Private, Non-Religious","Strongly Agree","Never","Never","1-2 Times","Yes","None","16-20 Hours","5 - 9 Hours","Yes","Academic",3.25,4,1,95,4,"Yes","Yes",1,"Ph.D., MD, JD, etc.",150000,66.31,56.07,51.37,54.96,62.97,58.25,54.25,55.41,60.03,58.3,54.32,52.51,"Yes","Never","Yes",29
"285",285,"No","Urban","North Central","Female",7,"Married","English Only",19,28,36,"Private, Non-Religious","Strongly Agree","7-9 Times","Never","3-6 Times","Yes","1-3 Hours","13-15 Hours","1 - 4 Hours","Yes","Academic",2.75,4,1,95,4,"Yes","Yes",1,"Master's Degree",-6,67.53,75.04,72.3,62.47,63.44,67.97,69.31,58.57,65.43,67.18,67.54,56.75,"Yes","Yes","Never",25
"286",286,"Missing","Urban","North Central","Female",5,"Married","English Dominant",27,25,23,"Private, Non-Religious","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","7-9 Hours","Over 20 Hours","10 - 14 Hours","Yes","Academic",4.5,4,0,98,5,"Yes","No",1,"Master's Degree",26000,58.81,52.27,57.73,64.21,63.07,54.42,53.38,62.52,63.71,51.35,50.15,59.43,"Never","Never","Never",30
"287",287,"No","Rural","South","Male",3,"Separated","English Only",24,21,25,"Public","Agree","1-2 Times","Never","3-6 Times","No","1-3 Hours","13-15 Hours","5 - 9 Hours","No","Rigorous Academic",4,4,0,998,98,"No","Yes",1,"Bachelor's Degree",45000,42.3,55,59.71,54.36,49.2,59.18,53.22,56.83,55.77,62.3,51.59,52.67,"Yes","Yes","Yes",11
"288",288,"Yes","Suburban","South","Female",5,"Married","English Only",17,15,25,"Public","Agree","Over 15 Times","Never","3-6 Times","Yes","Less than 1 Hour","4-6 Hours","10 - 14 Hours","Yes","Academic",4,3,0,93,5,"Yes","Yes",1,"Ph.D., MD, JD, etc.",70000,70.55,67.64,69.47,62.89,65.71,69.09,68.63,59.01,60.28,63.57,62.55,64.07,"Never","Never","Never",28
"289",289,"No","Suburban","South","Female",3,"Married","English Only",30,29,41,"Public","Agree","7-9 Times","1-2 Times","3-6 Times","No","16-20 Hours","7-9 Hours","Less than 1 Hour","No","Academic",4,3,0,93,5,"Yes","No",2,"Master's Degree",-6,39.59,42.54,46.94,43.15,31.53,39.8,33.13,35.07,37.14,46.87,34.39,33.51,"Yes","Yes","Yes",17
"290",290,"Yes","Urban","South","Female",4,"Married","English Only",28,32,35,"Public","Agree","Never","Never","Never","Yes","1-3 Hours","7-9 Hours","1 - 4 Hours","No","Rigorous Academic",8,4.5,1,94,11,"No","Yes",1,"Ph.D., MD, JD, etc.",50000,61.86,63.74,49.56,99.98,63.32,63.87,63.26,62.61,57.05,66.84,63.14,61.35,"Never","Never","Never",11
"291",291,"Yes","Urban","South","Female",4,"Married","English Only",29,25,40,"Public","Agree","7-9 Times","Never","1-2 Times","Yes","Over 20 Hours","Over 20 Hours","1 - 4 Hours","Yes","Rigorous Academic",4.5,4.5,1,94,11,"No","Yes",1,"Ph.D., MD, JD, etc.",45000,69.15,73.35,62.56,99.98,64.33,71.05,64.89,68.2,68.09,69.55,62.86,67.04,"Never","Never","Never",13
"292",292,"Yes","Suburban","South","Female",4,"Married","English Only",27,21,38,"Public","Agree","1-2 Times","Never","1-2 Times","No","4-6 Hours","1-3 Hours","5 - 9 Hours","Yes","Some Vocational",4,4,0,93,5,"No",NA,1,"Bachelor's Degree",45000,53.5,49.35,48.33,46.92,58.76,53.95,53.5,46.08,54.93,54.03,50.87,60.17,"Never","Never","Never",11
"293",293,"No","Rural","South","Female",4,"Married","English Only",32,35,43,"Public","Strongly Agree","1-2 Times","Never","1-2 Times","No","1-3 Hours","1-3 Hours","5 - 9 Hours","No","Rigorous Academic",4,4,0,97,2,"Yes","No",1,"Master's Degree",-6,51.82,51.88,56.93,42.87,40.91,53.07,52.51,47.51,56.15,48.84,55.27,47.79,"Never","Never","Never",20
"294",294,"Yes","Suburban","South","Female",5,"Married","English Only",26,26,33,"Public","Agree","Never","Never","1-2 Times","Yes","4-6 Hours","7-9 Hours","15 - 19 Hours","No","Academic",4,3,0,998,0,"No","Yes",1,"Bachelor's Degree",-6,46.85,51.3,40.37,51.76,51.81,52.22,48.59,48.21,55.31,55.5,41.13,53.54,"Never","Never","Never",11
"295",295,"Yes","Suburban","South","Female",4,"Widowed","English Only",18,16,33,"Public","Agree","1-2 Times","Never","1-2 Times","No","1-3 Hours","4-6 Hours","Less than 1 Hour","No","Rigorous Academic",4,4,0,93,6,"No","No",1,"Bachelor's Degree",25000,41.44,45.25,47.3,49.09,45.61,50.74,44.39,47.87,53.87,55.16,64.3,57.4,"Never","Never","Never",18
"296",296,"Yes","Suburban","South","Male",4,"Married","English Only",26,23,29,"Public","Agree","Never","Never","1-2 Times","Yes","13-15 Hours","1-3 Hours","Less than 1 Hour","Yes","Academic",4,5,0,94,8,"Yes",NA,1,"Less than College Degree",25000,57.04,54.52,62.26,57.97,61.68,56.35,52.83,54.34,60.87,58.93,64.51,59.87,"Never","Never","Never",20
"297",297,"No","Suburban","South","Female",5,"Married","English Only",13,21,29,"Public","Agree","3-6 Times","Never","10-15 Times","Yes","7-9 Hours","7-9 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4,0,93,3,"Yes","Yes",1,"Master's Degree",2e+05,54.93,50.01,42.52,44.62,58.96,58.28,45.45,46.16,52.85,58.45,45.06,47.82,"Never","Yes","Yes",23
"298",298,"No","Rural","South","Male",3,"Married","English Only",32,26,21,"Public","Strongly Disagree","Never","Never","3-6 Times","No","Less than 1 Hour","None","None","No","Some Vocational",4,3,0,93,1,"Yes","No",1,"Bachelor's Degree",50000,58.45,49.87,99.98,99.98,52.06,50.9,48.83,60.9,60.76,53.17,49.91,61.91,"Yes","Never","Yes",20
"299",299,"Yes","Urban","South","Male",4,"Married","English Only",19,21,29,"Public","Agree","Never","Never","1-2 Times","Yes","4-6 Hours","7-9 Hours","5 - 9 Hours","No","Rigorous Academic",6,4,0,89,6,"Yes","Yes",1,"Ph.D., MD, JD, etc.",250000,57.18,64.64,62.26,62.73,63.77,66.76,66.92,70.84,65.98,65.89,60.55,66.98,"Never","Never","Never",17
"300",300,"Yes","Suburban","South","Male",4,"Divorced","English Only",19,30,37,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","No","4-6 Hours","Less than 1 Hour","15 - 19 Hours","Yes","Academic",4,3,0,95,5,"Yes","Yes",1,"Bachelor's Degree",40000,54.05,60.7,56.09,50.91,56.43,60.63,53.97,60.78,63.27,58.8,51.99,52.46,"Never","Never","Never",11
"301",301,"No","Suburban","South","Male",3,"Marriage-Like Relationship","English Only",22,30,43,"Public","Agree","Never","Never","Never","No","1-3 Hours","13-15 Hours","Less than 1 Hour","No","Some Vocational",3,4,0,95,5,"No","No",1,"Less than College Degree",22000,41.24,48.65,44.7,40.74,45.11,51.99,45.09,51.79,39.9,53.2,43.26,42.62,"Never","Never","Never",8
"302",302,"No","Rural","South","Male",4,"Married","English Only",26,35,29,"Public","Agree","1-2 Times","Never","3-6 Times","No","7-9 Hours","1-3 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,5,1,91,2,"No","No",1,"Ph.D., MD, JD, etc.",1e+05,69.15,55.04,66.91,76.7,63.56,65.17,68.7,72.89,66.19,64.71,66.8,62.47,"Never","Yes","Never",30
"303",303,"No","Rural","South","Male",4,"Married","English Only",19,26,27,"Public","Agree","1-2 Times","Never","7-9 Times","No","10-12 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",4.5,2,0,91,2,"No","No",1,"Less than College Degree",125000,52.28,42.99,60.09,47.39,53.18,50.05,53.19,49.43,50.54,46.28,53.03,46.05,"Never","Never","Never",3
"304",304,"No","Rural","South","Male",4,"Married","English Only",23,15,28,"Public","Agree","1-2 Times","Never","1-2 Times","No","None","Less than 1 Hour","10 - 14 Hours","No","Academic",4,3,0,92,6,"Yes","No",1,"Ph.D., MD, JD, etc.",95000,49.34,48.04,52.79,53.74,49.44,43.3,47.26,59.09,54.1,49.43,43.98,49.41,"Yes","Never","Yes",12
"305",305,"Yes","Rural","South","Female",3,"Married","English Only",15,16,30,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","1-3 Hours","5 - 9 Hours","No","Academic",4.5,3,0,92,6,"8","Yes",1,"Master's Degree",35000,46.89,66.35,56.06,47.71,52.37,60.14,56.12,54.15,54.45,57.25,61.72,50.45,"Never","Never","Never",15
"306",306,"No","Rural","South","Female",3,"Married","English Only",13,14,29,"Public","Agree","1-2 Times","Never","1-2 Times","No","Less than 1 Hour","1-3 Hours","10 - 14 Hours","No","Academic",4,3,0,94,2,"No","No",1,"Master's Degree",30000,48.1,52.28,49.87,36.74,54.76,47.11,50.22,47.46,44.29,48.07,54.46,38.7,"Never","Never","Never",8
"307",307,"No","Suburban","South","Female",4,"Married","English Only",13,18,33,"Public","Agree","1-2 Times","1-2 Times","1-2 Times","No","4-6 Hours","4-6 Hours","1 - 4 Hours","No","Rigorous Academic",5,4,0,93,4,"Yes","No",1,"Bachelor's Degree",30000,57.09,46.83,50.75,56.54,57.62,52.47,53.33,52.79,57.38,50.46,49.78,50.01,"Never","Never","Never",15
"308",308,"Yes","Suburban","South","Female",5,"Married","English Dominant",29,30,29,"Public","Agree","Never","Never","7-9 Times","Yes","13-15 Hours","1-3 Hours","Less than 1 Hour","Yes","Academic",4,4,1,93,4,"Yes","Yes",1,"Master's Degree",50000,69.15,68.57,67.71,56.96,61.86,68.19,63.49,58.69,63.49,64.53,61.46,53.78,"Never","Never","Never",28
"309",309,"Yes","Suburban","South","Male",4,"Married","English Only",17,28,40,"Public","Agree","3-6 Times","Never","3-6 Times","Yes","1-3 Hours","4-6 Hours","20 - 24 Hours","No","Rigorous Academic",4,4,0,93,4,"Yes","Yes",1,"Master's Degree",52000,63.07,68.22,52.48,54.56,67.86,65.76,62.38,65.88,61.55,62.26,64.02,56.6,"Never","Never","Never",23
"310",310,"Yes","Suburban","South","Male",5,"Married","English Only",18,19,29,"Public","Agree","7-9 Times","1-2 Times","3-6 Times","No","Less than 1 Hour","1-3 Hours","None","No","Rigorous Academic",4.5,3.5,0,93,16,"Yes","No",1,"Bachelor's Degree",20000,58.47,60.22,59.09,58.72,64.68,58.09,63.71,63.9,60.94,57.83,61.19,58.8,"Yes","Never","Never",21
"311",311,"Yes","Suburban","South","Male",4,"Married","English Only",29,35,43,"Public","Agree","Over 15 Times","3-6 Times","3-6 Times","Yes","4-6 Hours","16-20 Hours","Less than 1 Hour","Yes","Some Vocational",4,5,1,93,16,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,70.55,73.68,67.05,72.6,66.92,68.21,69.52,72.89,66.56,67.23,65.69,67.38,"Never","Never","Never",30
"312",312,"Yes","Suburban","South","Male",4,"Married","Non-English Only",28,29,39,"Public","Agree","10-15 Times","3-6 Times","3-6 Times","Yes","4-6 Hours","10-12 Hours","1 - 4 Hours","Yes","Academic",6,4,1,91,15,"8","Yes",1,"Bachelor's Degree",60000,57.89,61.58,62.21,60.95,61.24,68.03,61.88,72.89,59.08,67.45,62.32,65.6,"Never","Never","Never",22
"313",313,"Yes","Rural","South","Female",4,"Never Married","English Only",19,23,27,"Public","Agree","3-6 Times","Never","1-2 Times","Yes","Over 20 Hours","Over 20 Hours","5 - 9 Hours","No","Rigorous Academic",4,6,1,98,4,"No","Yes",1,"Ph.D., MD, JD, etc.",50000,59.72,62.47,61.45,68.36,64.91,60.24,48.47,64.58,57.98,62.89,46.46,66.73,"Never","Never","Never",6
"314",314,"No","Rural","South","Female",4,"Married","English Only",23,28,36,"Public","Agree","1-2 Times","Never","1-2 Times","Yes","13-15 Hours","4-6 Hours","1 - 4 Hours","No","Rigorous Academic",4,5,1,98,4,"Yes","No",1,"Bachelor's Degree",20000,54.21,54.49,62.96,60.42,61.01,52.95,52.51,59.86,46.66,54.24,62.48,61.91,"Never","Never","Never",17
"315",315,"Missing","Rural","South","Female",4,"Married","English Only",21,16,25,"Public","Agree","3-6 Times","Never","3-6 Times","No","10-12 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",4.5,4,0,998,3,"No","No",1,"Bachelor's Degree",20000,52.01,52.13,61.08,50.05,55.76,46.56,59.86,42.68,51.94,49.41,63.68,46.83,"Never","Yes","Never",22
"316",316,"No","Rural","South","Female",6,"Married","English Only",17,22,32,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","Less than 1 Hour","None","No","Academic",4,4,0,998,3,"8","No",1,"Ph.D., MD, JD, etc.",250000,65.31,44.2,57.39,49.5,61.37,54.1,51.44,49.99,52.03,55.22,58.26,58.8,"Never","Never","Never",13
"317",317,"Yes","Suburban","South","Female",5,"Married","English Only",30,35,41,"Public","Agree","Over 15 Times","Over 15 Times","3-6 Times","No","7-9 Hours","10-12 Hours","5 - 9 Hours","Yes","Academic",5,2,0,94,5,"Yes","Yes",1,"Master's Degree",50000,65.69,68.45,58,56.15,65.26,64.08,64.35,62.55,63.66,64.97,57.63,51.18,"Yes","Yes","Yes",18
"318",318,"No","Urban","South","Female",5,"Married","English Only",32,35,43,"Public","Agree","1-2 Times","Never","1-2 Times","No","7-9 Hours","16-20 Hours","Less than 1 Hour","No","Some Vocational",4,3,0,84,6,"8","Yes",2,"Ph.D., MD, JD, etc.",70000,54.26,49.4,55.24,55.76,51.79,49.67,54.84,58.1,53.12,50.43,48.33,51.93,"Never","Never","Never",17
"319",319,"No","Suburban","South","Female",2,"Divorced","English Only",19,35,29,"Public","Agree","1-2 Times","Never","Never","Yes","1-3 Hours","1-3 Hours","None","Yes","Some Vocational",4,4,0,998,12,"Yes","No",1,"Master's Degree",30000,62.73,58.74,52.89,69.58,61.73,53.58,58.55,60.27,64.76,55.8,64.27,59.59,"Never","Never","Never",15
"320",320,"Yes","Rural","South","Male",6,"Married","English Only",21,21,43,"Public","Agree","1-2 Times","Never","1-2 Times","Yes","1-3 Hours","1-3 Hours","Less than 1 Hour","No","Academic",4,5,1,96,3,"Yes","No",1,"Bachelor's Degree",80000,55.84,63.67,49.94,52.88,46.63,67.72,57.46,56.69,59.28,67.09,62.57,52.52,"Never","Yes","Never",23
"321",321,"No","Rural","South","Female",6,"Married","English Only",31,35,39,"Public","Agree","Never","Never","1-2 Times","Yes","4-6 Hours","13-15 Hours","1 - 4 Hours","No","Rigorous Academic",4,4,0,96,7,"No","No",2,"Bachelor's Degree",20000,64.65,54.98,51.42,54.51,56.83,53.43,44.98,47.58,53.93,51.83,43.68,47.47,"Never","Never","Never",19
"322",322,"Yes","Rural","South","Female",4,"Never Married","English Only",24,29,31,"Public","Agree","1-2 Times","Never","1-2 Times","No","None","None","5 - 9 Hours","No","Academic",4,3,0,94,5,"Yes","No",1,"Bachelor's Degree",32000,35.74,37.2,37.16,37.74,36.54,34.65,38.19,32.91,34.11,35.56,36.7,36.47,"Never","Never","Yes",9
"323",323,"Yes","Urban","South","Female",4,"Married","English Only",22,27,37,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","4-6 Hours","1 - 4 Hours","No","Rigorous Academic",4,4,1,93,6,"Yes","Yes",1,"Master's Degree",45000,59.9,67.94,62.32,61.23,63.97,67.47,61.66,63.91,63.54,64.41,61.19,67.06,"Never","Never","Never",20
"324",324,"No","Urban","South","Male",4,"Married","English Only",28,23,43,"Public","Agree","3-6 Times","3-6 Times","3-6 Times","No","Less than 1 Hour","Less than 1 Hour","None","No","Academic",5,4,0,94,6,"Yes","Yes",1,"Master's Degree",50000,64.18,62.33,69.38,65.8,62.15,58.09,62.73,72.89,59.23,58.61,58.32,66.29,"Never","Yes","Never",26
"325",325,"Yes","Rural","South","Male",2,"Divorced","English Only",18,21,29,"Public","Agree","3-6 Times","Never","3-6 Times","Yes","1-3 Hours","Less than 1 Hour","15 - 19 Hours","No","Academic",4,4,1,90,0,"Yes","Yes",1,"Master's Degree",60000,62.43,62.84,63.12,76.7,63.75,60.84,62.66,64.11,58.4,64.44,64.02,62.12,"Never","Yes","Never",26
"326",326,"Yes","Rural","South","Female",4,"Married","English Only",8,0,15,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","1-3 Hours","Less than 1 Hour","No","Rigorous Academic",4,4,0,95,0,"No","Yes",1,"Master's Degree",40000,62.28,52.95,54.84,51,55.81,56.97,54.22,54.42,54.24,57.18,57.89,65.1,"Never","Never","Never",26
"327",327,"No","Suburban","South","Male",4,"Married","English Only",19,23,38,"Public","Strongly Agree","1-2 Times","1-2 Times","1-2 Times","No","4-6 Hours","4-6 Hours","None","No","Some Vocational",4,3.5,0,92,12,"No","No",1,"Bachelor's Degree",40000,42.06,54.78,58.23,48.88,47.75,57.57,60.19,51.12,46.66,58.57,60.67,49.83,"Never","Never","Never",10
"328",328,"No","Suburban","South","Male",3,"98","English Dominant",17,21,29,"Public","Agree","1-2 Times","1-2 Times","1-2 Times","Yes","4-6 Hours","4-6 Hours","1 - 4 Hours","No","Academic",4,4,0,89,4,"No","No",1,"Less than College Degree",50000,50.18,52.12,47.37,52.73,42.15,53.5,47.75,46.72,45.33,51.93,59.23,56.84,"Never","Never","Never",11
"329",329,"Yes","Suburban","South","Male",3,"Married","English Only",18,23,31,"Public","Disagree","1-2 Times","Never","1-2 Times","Yes","4-6 Hours","4-6 Hours","1 - 4 Hours","No","Academic",4,4,0,89,4,"Yes","Yes",2,"Ph.D., MD, JD, etc.",60000,58.85,62.41,58.94,53.87,51.83,58.74,65.76,55.35,65.49,59.42,63.27,64.13,"Never","Yes","Never",19
"330",330,"No","Rural","South","Male",3,"Separated","English Only",22,18,27,"Public","Agree","7-9 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","4-6 Hours","None","No","Rigorous Academic",4,3,0,94,98,"No","No",1,"Less than College Degree",40000,57.81,52.24,61.37,37.53,50.66,53.62,57.91,59.42,56.05,41.9,44.26,47.53,"Yes","Never","Yes",25
"331",331,"Yes","Rural","South","Male",5,"Married","English Only",29,26,27,"Public","Agree","1-2 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","10-12 Hours","5 - 9 Hours","Yes","Rigorous Academic",4.5,4,0,94,98,"Yes","Yes",1,"Bachelor's Degree",50000,47.04,58.84,49.73,46.82,34.75,59.79,51.87,53.2,43.05,59.41,33.8,33.83,"Never","Never","Never",19
"332",332,"Yes","Suburban","South","Female",4,"Married","English Only",15,18,32,"Public","Disagree","3-6 Times","1-2 Times","1-2 Times","Yes","4-6 Hours","10-12 Hours","Less than 1 Hour","Yes","Some Vocational",4,3,0,78,10,"Yes","No",1,"Bachelor's Degree",70000,57.53,45.83,48.21,47.3,60.91,51.02,50.11,42.76,51.37,56.47,49.39,46.87,"Never","Never","Never",19
"333",333,"No","Urban","South","Male",9,"Married","Non-English Dominant",31,18,29,"Public","Agree","Never","Never","1-2 Times","Yes","7-9 Hours","10-12 Hours","5 - 9 Hours","No","Academic",5,5,1,90,8,"No","Yes",1,"Master's Degree",45000,45.31,46.75,47.97,45.36,42.82,39.15,43.28,45.6,56.82,45.86,43.06,43.85,"Never","Yes","Never",16
"334",334,"Yes","Rural","South","Male",4,"Married","English Only",24,26,31,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","10-12 Hours","1-3 Hours","Less than 1 Hour","Yes","Academic",4,4,1,998,2,"Yes","Yes",1,"Master's Degree",60000,70.55,62.91,55.61,58.86,64.55,68.74,65.85,63.91,64.78,65.35,63.8,63.76,"Never","Never","Never",22
"335",335,"Yes","Rural","South","Female",4,"Married","English Only",23,24,40,"Public","Agree","Never","Never","3-6 Times","Yes","1-3 Hours","4-6 Hours","1 - 4 Hours","Yes","Academic",4,4,0,94,4,"Yes","Yes",1,"Ph.D., MD, JD, etc.",55000,64.6,66.72,53.06,64.78,66.52,65.41,59.69,61.47,66.25,63.4,61.41,61.17,"Never","Never","Never",19
"336",336,"Yes","Rural","South","Female",4,"Separated","English Only",32,22,31,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","Less than 1 Hour","10-12 Hours","Less than 1 Hour","No","Academic",3,3,1,89,1,"Yes","Yes",1,"Ph.D., MD, JD, etc.",70000,63.45,53.58,49.12,54.21,63.51,58.37,63.46,55.48,63.82,62.25,58.68,58.19,"Never","Never","Never",19
"337",337,"Yes","Suburban","South","Male",5,"Married","English Dominant",28,24,31,"Public","Agree","1-2 Times","3-6 Times","Never","Yes","1-3 Hours","1-3 Hours","15 - 19 Hours","No","Academic",4,4,1,94,3,"No","Yes",1,"Master's Degree",-6,64.56,56.78,55.53,63.27,47.45,57.1,48.37,54.98,56.38,60.68,51.71,62.02,"Never","Never","Never",19
"338",338,"No","Urban","Northeast","Female",4,"98","English Only",25,25,29,"Private, Religious","Agree","Never","Never","3-6 Times","No","4-6 Hours","4-6 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4.5,1,94,3,NA,NA,1,"Ph.D., MD, JD, etc.",40000,58.33,62.14,71.66,58.56,61.62,60.93,70.36,58.39,56.24,59.66,66.04,56.15,"Never","Never","Never",30
"339",339,"Yes","Suburban","West","Female",4,"Married","English Only",29,17,25,"Private, Religious","Agree","1-2 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","1-3 Hours","10 - 14 Hours","Yes","Rigorous Academic",4.5,4,0,95,10,"Yes","Yes",2,"Bachelor's Degree",27000,51.18,56.32,55.3,54.67,61.09,58.29,55.24,53.15,59.1,58.93,60,56.5,"Never","Never","Never",26
"340",340,"Yes","Suburban","West","Female",4,"Married","English Only",13,18,27,"Private, Religious","Agree","1-2 Times","Never","1-2 Times","No","4-6 Hours","7-9 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4,0,95,9,"Yes","Yes",2,"Bachelor's Degree",50000,53.52,57.73,49.21,48.98,62.41,57.95,46.01,48.34,48.76,57.46,52.89,44.22,"Never","Never","Never",16
"341",341,"Missing","Suburban","West","Male",2,"Divorced","English Only",11,16,28,"Private, Religious","Agree","10-15 Times","Over 15 Times","7-9 Times","No","None","None","None","No","Academic",4,2,0,998,9,"Yes","No",1,"Bachelor's Degree",35000,54.15,43.43,61.97,48.81,44.43,50.33,48.05,48.35,46.77,49.49,57.33,59.97,"Yes","Yes","Yes",24
"342",342,"No","Urban","Northeast","Female",5,"Married","English Dominant",18,21,37,"Private, Religious","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","10-12 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4,1,93,12,"Yes","Yes",1,"Master's Degree",40000,65.13,72.6,58.18,60.93,67.86,68.94,55.55,71.89,64.5,66.28,51.11,64.66,"Never","Never","Never",26
"343",343,"No","Suburban","Northeast","Female",6,"Married","English Only",22,14,33,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","7-9 Hours","15 - 19 Hours","Yes","Academic",4,5,0,95,5,"Yes","No",1,"Bachelor's Degree",-6,55.71,46.79,60.79,51.94,53.4,48.7,53.5,59.03,59.9,54.61,62.36,59.3,"Never","Never","Never",23
"344",344,"Yes","Suburban","Northeast","Female",5,"Married","English Dominant",18,33,43,"Public","Strongly Agree","1-2 Times","1-2 Times","1-2 Times","Yes","7-9 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",5.5,3.5,0,95,5,"Yes","Yes",1,"Master's Degree",75000,66.85,77.2,62.83,65.81,67.55,67.99,69.51,68.18,63,66.55,67.26,67.3,"Never","Never","Never",27
"345",345,"No","Rural","Northeast","Female",4,"Married","English Only",25,27,36,"Public","Agree","1-2 Times","Never","7-9 Times","No","10-12 Hours","7-9 Hours","10 - 14 Hours","No","Rigorous Academic",4,4,0,93,11,"Yes","No",1,"Bachelor's Degree",50000,42.81,67.79,50.58,48.19,53.16,60.35,62.6,45.79,54.96,63.4,61.52,51.3,"Never","Never","Never",15
"346",346,"No","Rural","Northeast","Male",4,"Married","English Only",25,25,37,"Public","Strongly Disagree","Never","Never","3-6 Times","Yes","16-20 Hours","16-20 Hours","Less than 1 Hour","Yes","Rigorous Academic",4,4,0,95,4,"No","No",2,"Bachelor's Degree",35000,58.87,51.65,51.51,57.49,57.47,56.24,58.22,59.11,58.14,58.61,58.85,56.89,"Never","Never","Never",9
"347",347,"Yes","Suburban","Northeast","Female",5,"Married","English Only",13,15,24,"Public","Disagree","Never","Never","1-2 Times","No","4-6 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",5,4,0,93,5,"Yes","No",1,"Less than College Degree",-6,55.4,40.88,46.8,52.58,44.85,46.56,50.26,48.51,52.28,46.21,45.89,50.58,"Never","Never","Never",10
"348",348,"Yes","Urban","Northeast","Male",5,"Married","English Only",28,26,33,"Public","Disagree","3-6 Times","Never","1-2 Times","Yes","4-6 Hours","7-9 Hours","1 - 4 Hours","Yes","Academic",4,5,1,85,0,"No","Yes",1,"Ph.D., MD, JD, etc.",50000,60.02,54.39,53.71,71.94,66,52.99,62.29,63.11,52.45,56.81,58.14,66.79,"Never","Yes","Never",9
"349",349,"No","Suburban","Northeast","Female",5,"Married","English Only",22,24,22,"Public","Strongly Agree","3-6 Times","3-6 Times","1-2 Times","No","None","1-3 Hours","15 - 19 Hours","No","Academic",4,3,0,93,2,"Yes",NA,1,"Master's Degree",25000,45.52,42,45.09,45.98,45.11,42.39,43.24,48.78,41.61,47.73,40.4,40.53,"Never","Never","Never",15
"350",350,"Yes","Suburban","Northeast","Male",4,"Married","English Only",20,25,43,"Public","Agree","3-6 Times","Never","3-6 Times","No","1-3 Hours","Less than 1 Hour","10 - 14 Hours","Yes","Some Vocational",4,3,0,96,4,"No",NA,1,"Bachelor's Degree",35000,43.73,68.57,59.61,63.43,47.87,67.24,63.58,54.33,52,65.05,66.01,64.88,"Never","Never","Never",19
